Type,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(?),Qs,Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PB
WT,WT13.5X184,T,184.00,54.20,15.20,15.25,0.00,0.00,0.00,14.70,14.63,0.00,0.00,0.00,1.38,1.38,0.69,2.48,2.50,0.00,0.00,0.00,3.27,3.38,0.00,0.00,3.71,0.00,0.00,1.85,2.96,0.00,0.00,0.00,0.00,11.00,939.00,151.00,81.70,4.16,655.00,140.00,89.30,3.48,0.00,0.00,0.00,84.50,532.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.96,0.83,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT13.5X168,T,168.00,49.50,15.00,15.00,0.00,0.00,0.00,14.60,14.50,0.00,0.00,0.00,1.26,1.25,0.63,2.28,2.25,0.00,0.00,0.00,3.07,3.19,0.00,0.00,3.58,0.00,0.00,1.70,3.19,0.00,0.00,0.00,0.00,11.90,839.00,135.00,73.40,4.12,587.00,126.00,80.80,3.45,0.00,0.00,0.00,65.40,401.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.90,0.83,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT13.5X153.5,T,153.50,45.20,14.80,14.75,0.00,0.00,0.00,14.40,14.50,0.00,0.00,0.00,1.16,1.19,0.63,2.09,2.06,0.00,0.00,0.00,2.88,3.00,0.00,0.00,3.47,0.00,0.00,1.56,3.46,0.00,0.00,0.00,0.00,12.80,753.00,121.00,66.40,4.08,527.00,113.00,72.90,3.41,0.00,0.00,0.00,50.50,304.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.85,0.83,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT13.5X140.5,F,140.50,41.50,14.60,14.63,0.00,0.00,0.00,14.40,14.38,0.00,0.00,0.00,1.06,1.06,0.56,1.93,1.94,0.00,0.00,0.00,2.72,2.81,0.00,0.00,3.35,0.00,0.00,1.44,3.72,0.00,0.00,0.00,0.00,13.80,677.00,109.00,59.90,4.04,477.00,103.00,66.40,3.39,0.00,0.00,0.00,39.60,232.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.79,0.83,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT13.5X129,F,129.00,38.10,14.50,14.50,0.00,0.00,0.00,14.30,14.25,0.00,0.00,0.00,0.98,1.00,0.50,1.77,1.75,0.00,0.00,0.00,2.56,2.69,0.00,0.00,3.27,0.00,0.00,1.33,4.03,0.00,0.00,0.00,0.00,14.80,613.00,98.90,54.70,4.02,430.00,93.30,60.20,3.36,0.00,0.00,0.00,30.70,178.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.76,0.83,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT13.5X117.5,F,117.50,34.70,14.30,14.38,0.00,0.00,0.00,14.20,14.25,0.00,0.00,0.00,0.91,0.94,0.50,1.61,1.63,0.00,0.00,0.00,2.40,2.50,0.00,0.00,3.20,0.00,0.00,1.22,4.41,0.00,0.00,0.00,0.00,15.70,556.00,89.90,50.00,4.00,384.00,83.80,54.20,3.33,0.00,0.00,0.00,23.40,135.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.73,0.83,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT13.5X108.5,F,108.50,32.00,14.20,14.25,0.00,0.00,0.00,14.10,14.13,0.00,0.00,0.00,0.83,0.81,0.44,1.50,1.50,0.00,0.00,0.00,2.29,2.38,0.00,0.00,3.10,0.00,0.00,1.13,4.71,0.00,0.00,0.00,0.00,17.10,502.00,81.10,45.20,3.96,352.00,77.00,49.90,3.32,0.00,0.00,0.00,18.80,105.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.68,0.83,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT13.5X97,F,97.00,28.60,14.10,14.00,0.00,0.00,0.00,14.00,14.00,0.00,0.00,0.00,0.75,0.75,0.38,1.34,1.31,0.00,0.00,0.00,2.13,2.25,0.00,0.00,3.02,0.00,0.00,1.02,5.24,0.00,0.00,0.00,0.00,18.80,444.00,71.80,40.30,3.94,309.00,67.80,44.10,3.29,0.00,0.00,0.00,13.50,74.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.64,0.83,0.00,0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT13.5X89,F,89.00,26.30,13.90,13.88,0.00,0.00,0.00,14.10,14.13,0.00,0.00,0.00,0.73,0.75,0.38,1.19,1.19,0.00,0.00,0.00,1.98,2.06,0.00,0.00,3.04,0.00,0.00,0.93,5.92,0.00,0.00,0.00,0.00,19.20,414.00,67.70,38.20,3.97,278.00,60.80,39.40,3.25,0.00,0.00,0.00,10.00,57.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.69,0.82,0.00,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT13.5X80.5,F,80.50,23.80,13.80,13.75,0.00,0.00,0.00,14.00,14.00,0.00,0.00,0.00,0.66,0.69,0.38,1.08,1.06,0.00,0.00,0.00,1.87,2.00,0.00,0.00,2.98,0.00,0.00,0.85,6.49,0.00,0.00,0.00,0.00,20.90,372.00,60.80,34.40,3.95,248.00,54.50,35.40,3.23,0.00,0.00,0.00,7.53,42.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.66,0.81,0.00,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT13.5X73,F,73.00,21.60,13.70,13.75,0.00,0.00,0.00,14.00,14.00,0.00,0.00,0.00,0.61,0.63,0.31,0.98,1.00,0.00,0.00,0.00,1.76,1.88,0.00,0.00,2.94,0.00,0.00,0.77,7.16,0.00,0.00,0.00,0.00,22.60,336.00,55.00,31.20,3.95,222.00,48.80,31.70,3.20,0.00,0.00,0.00,5.62,31.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.64,0.81,0.00,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT13.5X64.5,F,64.50,18.90,13.80,13.88,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.61,0.63,0.31,1.10,1.13,0.00,0.00,0.00,1.70,2.00,0.00,0.00,3.39,0.00,0.00,0.95,4.55,0.00,0.00,0.00,0.00,22.60,323.00,55.10,31.00,4.13,92.20,28.80,18.40,2.21,0.00,0.00,0.00,5.55,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.48,0.73,0.00,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT13.5X57,F,57.00,16.80,13.60,13.63,0.00,0.00,0.00,10.10,10.13,0.00,0.00,0.00,0.57,0.56,0.31,0.93,0.94,0.00,0.00,0.00,1.53,1.81,0.00,0.00,3.42,0.00,0.00,0.83,5.41,0.00,0.00,0.00,0.00,23.90,289.00,50.40,28.30,4.15,79.30,24.60,15.80,2.18,0.00,0.00,0.00,3.65,17.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.54,0.72,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT13.5X51,F,51.00,15.00,13.50,13.50,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.52,0.50,0.25,0.83,0.81,0.00,0.00,0.00,1.43,1.75,0.00,0.00,3.37,0.00,0.00,0.75,6.03,0.00,0.00,0.00,0.00,26.20,258.00,45.00,25.30,4.14,69.60,21.70,13.90,2.15,0.00,0.00,0.00,2.63,12.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.53,0.71,0.00,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT13.5X47,F,47.00,13.80,13.50,13.50,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.49,0.50,0.25,0.75,0.75,0.00,0.00,0.00,1.34,1.63,0.00,0.00,3.41,0.00,0.00,0.69,6.70,0.00,0.00,0.00,0.00,27.60,239.00,42.40,23.80,4.16,62.00,19.40,12.40,2.12,0.00,0.00,0.00,2.01,10.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.57,0.70,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT13.5X42,F,42.00,12.40,13.40,13.38,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.46,0.44,0.25,0.64,0.63,0.00,0.00,0.00,1.24,1.56,0.00,0.00,3.48,0.00,0.00,0.62,7.78,0.00,0.00,0.00,0.00,29.10,216.00,39.20,21.90,4.18,52.80,16.60,10.60,2.07,0.00,0.00,0.00,1.40,7.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.63,0.69,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT12X185,T,185.00,54.50,14.00,14.00,0.00,0.00,0.00,13.70,13.63,0.00,0.00,0.00,1.52,1.50,0.75,2.72,2.75,0.00,0.00,0.00,3.22,3.63,0.00,0.00,3.57,0.00,0.00,1.99,2.51,0.00,0.00,0.00,0.00,9.20,779.00,140.00,74.70,3.78,581.00,133.00,85.10,3.27,0.00,0.00,0.00,100.00,553.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.47,0.84,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT12X167.5,T,167.50,49.10,13.80,13.75,0.00,0.00,0.00,13.50,13.50,0.00,0.00,0.00,1.38,1.38,0.69,2.48,2.50,0.00,0.00,0.00,2.98,3.38,0.00,0.00,3.42,0.00,0.00,1.82,2.73,0.00,0.00,0.00,0.00,10.00,686.00,123.00,66.30,3.73,513.00,119.00,75.90,3.23,0.00,0.00,0.00,75.60,405.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.40,0.84,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT12X153,T,153.00,44.90,13.60,13.63,0.00,0.00,0.00,13.40,13.38,0.00,0.00,0.00,1.26,1.25,0.63,2.28,2.25,0.00,0.00,0.00,2.78,3.19,0.00,0.00,3.29,0.00,0.00,1.67,2.94,0.00,0.00,0.00,0.00,10.80,611.00,110.00,59.40,3.69,460.00,107.00,68.60,3.20,0.00,0.00,0.00,58.40,305.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.34,0.84,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT12X139.5,T,139.50,41.00,13.40,13.38,0.00,0.00,0.00,13.30,13.25,0.00,0.00,0.00,1.16,1.19,0.63,2.09,2.06,0.00,0.00,0.00,2.59,3.00,0.00,0.00,3.18,0.00,0.00,1.54,3.18,0.00,0.00,0.00,0.00,11.60,546.00,98.80,53.60,3.65,412.00,96.30,61.90,3.17,0.00,0.00,0.00,45.10,230.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.28,0.84,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT12X125,F,125.00,36.80,13.20,13.13,0.00,0.00,0.00,13.20,13.13,0.00,0.00,0.00,1.04,1.06,0.56,1.89,1.88,0.00,0.00,0.00,2.39,2.81,0.00,0.00,3.05,0.00,0.00,1.39,3.49,0.00,0.00,0.00,0.00,12.70,478.00,86.50,47.20,3.61,362.00,85.20,54.90,3.14,0.00,0.00,0.00,33.20,165.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.22,0.84,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT12X114.5,F,114.50,33.60,13.00,13.00,0.00,0.00,0.00,13.10,13.13,0.00,0.00,0.00,0.96,0.94,0.50,1.73,1.75,0.00,0.00,0.00,2.23,2.63,0.00,0.00,2.96,0.00,0.00,1.28,3.79,0.00,0.00,0.00,0.00,13.50,431.00,78.10,42.90,3.58,326.00,77.00,49.70,3.11,0.00,0.00,0.00,25.50,125.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.19,0.84,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT12X103.5,F,103.50,30.30,12.90,12.88,0.00,0.00,0.00,13.00,13.00,0.00,0.00,0.00,0.87,0.88,0.44,1.57,1.56,0.00,0.00,0.00,2.07,2.50,0.00,0.00,2.87,0.00,0.00,1.17,4.14,0.00,0.00,0.00,0.00,14.80,382.00,69.30,38.30,3.55,289.00,68.60,44.40,3.08,0.00,0.00,0.00,19.10,91.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.14,0.84,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT12X96,F,96.00,28.20,12.70,12.75,0.00,0.00,0.00,13.00,13.00,0.00,0.00,0.00,0.81,0.81,0.44,1.46,1.44,0.00,0.00,0.00,1.96,2.38,0.00,0.00,2.80,0.00,0.00,1.09,4.43,0.00,0.00,0.00,0.00,15.70,350.00,63.50,35.20,3.53,265.00,63.10,40.90,3.07,0.00,0.00,0.00,15.30,72.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.11,0.84,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT12X88,F,88.00,25.80,12.60,12.63,0.00,0.00,0.00,12.90,12.88,0.00,0.00,0.00,0.75,0.75,0.38,1.34,1.31,0.00,0.00,0.00,1.84,2.25,0.00,0.00,2.74,0.00,0.00,1.00,4.81,0.00,0.00,0.00,0.00,16.80,319.00,57.80,32.20,3.51,240.00,57.30,37.20,3.04,0.00,0.00,0.00,11.90,55.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.09,0.84,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT12X81,F,81.00,23.90,12.50,12.50,0.00,0.00,0.00,13.00,13.00,0.00,0.00,0.00,0.71,0.69,0.38,1.22,1.25,0.00,0.00,0.00,1.72,2.13,0.00,0.00,2.70,0.00,0.00,0.92,5.31,0.00,0.00,0.00,0.00,17.70,293.00,53.30,29.90,3.50,221.00,52.60,34.20,3.05,0.00,0.00,0.00,9.22,43.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.09,0.83,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT12X73,F,73.00,21.50,12.40,12.38,0.00,0.00,0.00,12.90,12.88,0.00,0.00,0.00,0.65,0.63,0.31,1.09,1.06,0.00,0.00,0.00,1.59,2.00,0.00,0.00,2.66,0.00,0.00,0.83,5.92,0.00,0.00,0.00,0.00,19.10,264.00,48.20,27.20,3.50,195.00,46.60,30.30,3.01,0.00,0.00,0.00,6.70,31.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.08,0.83,0.00,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT12X65.5,F,65.50,19.30,12.20,12.25,0.00,0.00,0.00,12.90,12.88,0.00,0.00,0.00,0.61,0.63,0.31,0.96,0.94,0.00,0.00,0.00,1.46,1.88,0.00,0.00,2.65,0.00,0.00,0.75,6.70,0.00,0.00,0.00,0.00,20.20,238.00,43.90,24.80,3.52,170.00,40.70,26.50,2.97,0.00,0.00,0.00,4.74,23.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.09,0.82,0.00,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT12X58.5,F,58.50,17.20,12.10,12.13,0.00,0.00,0.00,12.80,12.75,0.00,0.00,0.00,0.55,0.56,0.31,0.85,0.88,0.00,0.00,0.00,1.35,1.75,0.00,0.00,2.62,0.00,0.00,0.67,7.53,0.00,0.00,0.00,0.00,22.00,212.00,39.20,22.30,3.51,149.00,35.70,23.20,2.94,0.00,0.00,0.00,3.35,16.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.08,0.81,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT12X52,F,52.00,15.30,12.00,12.00,0.00,0.00,0.00,12.80,12.75,0.00,0.00,0.00,0.50,0.50,0.25,0.75,0.75,0.00,0.00,0.00,1.25,1.63,0.00,0.00,2.59,0.00,0.00,0.60,8.50,0.00,0.00,0.00,0.00,24.00,189.00,35.10,20.00,3.51,130.00,31.20,20.30,2.91,0.00,0.00,0.00,2.35,11.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.07,0.81,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT12X51.5,F,51.50,15.10,12.30,12.25,0.00,0.00,0.00,9.00,9.00,0.00,0.00,0.00,0.55,0.56,0.31,0.98,1.00,0.00,0.00,0.00,1.48,1.88,0.00,0.00,3.01,0.00,0.00,0.84,4.59,0.00,0.00,0.00,0.00,22.40,204.00,39.20,22.00,3.67,59.70,20.70,13.30,1.99,0.00,0.00,0.00,3.53,12.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.88,0.73,0.00,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT12X47,F,47.00,13.80,12.20,12.13,0.00,0.00,0.00,9.07,9.13,0.00,0.00,0.00,0.52,0.50,0.25,0.88,0.88,0.00,0.00,0.00,1.38,1.75,0.00,0.00,2.99,0.00,0.00,0.76,5.18,0.00,0.00,0.00,0.00,23.70,186.00,36.10,20.30,3.67,54.50,18.70,12.00,1.98,0.00,0.00,0.00,2.62,9.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.89,0.73,0.00,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT12X42,F,42.00,12.40,12.10,12.00,0.00,0.00,0.00,9.02,9.00,0.00,0.00,0.00,0.47,0.50,0.25,0.77,0.75,0.00,0.00,0.00,1.27,1.69,0.00,0.00,2.97,0.00,0.00,0.69,5.86,0.00,0.00,0.00,0.00,25.70,166.00,32.50,18.30,3.67,47.20,16.30,10.50,1.95,0.00,0.00,0.00,1.84,6.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.90,0.72,0.00,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT12X38,F,38.00,11.20,12.00,12.00,0.00,0.00,0.00,8.99,9.00,0.00,0.00,0.00,0.44,0.44,0.25,0.68,0.69,0.00,0.00,0.00,1.18,1.56,0.00,0.00,3.00,0.00,0.00,0.62,6.61,0.00,0.00,0.00,0.00,27.30,151.00,30.10,16.90,3.68,41.30,14.30,9.18,1.92,0.00,0.00,0.00,1.34,5.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.93,0.71,0.00,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT12X34,F,34.00,10.00,11.90,11.88,0.00,0.00,0.00,8.97,9.00,0.00,0.00,0.00,0.42,0.44,0.25,0.59,0.56,0.00,0.00,0.00,1.09,1.50,0.00,0.00,3.06,0.00,0.00,0.56,7.66,0.00,0.00,0.00,0.00,28.70,137.00,27.90,15.60,3.70,35.20,12.30,7.85,1.87,0.00,0.00,0.00,0.93,4.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.99,0.69,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT12X31,F,31.00,9.11,11.90,11.88,0.00,0.00,0.00,7.04,7.00,0.00,0.00,0.00,0.43,0.44,0.25,0.59,0.56,0.00,0.00,0.00,1.09,1.50,0.00,0.00,3.46,0.00,0.00,1.28,5.97,0.00,0.00,0.00,0.00,27.70,131.00,28.40,15.60,3.79,17.20,7.85,4.90,1.38,0.00,0.00,0.00,0.85,3.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.13,0.62,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT12X27.5,F,27.50,8.10,11.80,11.75,0.00,0.00,0.00,7.01,7.00,0.00,0.00,0.00,0.40,0.38,0.19,0.51,0.50,0.00,0.00,0.00,1.01,1.44,0.00,0.00,3.50,0.00,0.00,1.53,6.94,0.00,0.00,0.00,0.00,29.90,117.00,25.60,14.10,3.80,14.50,6.65,4.15,1.34,0.00,0.00,0.00,0.59,2.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.17,0.61,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT10.5X100.5,F,100.50,29.60,11.50,11.50,0.00,0.00,0.00,12.60,12.63,0.00,0.00,0.00,0.91,0.94,0.50,1.63,1.63,0.00,0.00,0.00,2.13,2.50,0.00,0.00,2.57,0.00,0.00,1.18,3.86,0.00,0.00,0.00,0.00,12.60,285.00,58.60,31.90,3.10,271.00,66.50,43.10,3.02,0.00,0.00,0.00,20.40,85.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.67,0.86,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT10.5X91,F,91.00,26.80,11.40,11.38,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.83,0.81,0.44,1.48,1.50,0.00,0.00,0.00,1.98,2.38,0.00,0.00,2.48,0.00,0.00,1.07,4.22,0.00,0.00,0.00,0.00,13.70,253.00,52.10,28.50,3.07,241.00,59.50,38.60,3.00,0.00,0.00,0.00,15.30,63.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.64,0.86,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT10.5X83,F,83.00,24.40,11.20,11.25,0.00,0.00,0.00,12.40,12.38,0.00,0.00,0.00,0.75,0.75,0.38,1.36,1.38,0.00,0.00,0.00,1.86,2.25,0.00,0.00,2.39,0.00,0.00,0.98,4.57,0.00,0.00,0.00,0.00,14.90,226.00,46.30,25.50,3.04,217.00,53.90,35.00,2.99,0.00,0.00,0.00,11.80,47.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.59,0.86,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT10.5X73.5,F,73.50,21.60,11.00,11.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.72,0.75,0.38,1.15,1.13,0.00,0.00,0.00,1.65,2.00,0.00,0.00,2.39,0.00,0.00,0.86,5.44,0.00,0.00,0.00,0.00,15.30,204.00,42.40,23.70,3.08,188.00,46.30,30.00,2.95,0.00,0.00,0.00,7.69,32.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.63,0.85,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT10.5X66,F,66.00,19.40,10.90,10.88,0.00,0.00,0.00,12.40,12.50,0.00,0.00,0.00,0.65,0.63,0.31,1.04,1.06,0.00,0.00,0.00,1.54,1.94,0.00,0.00,2.33,0.00,0.00,0.78,6.01,0.00,0.00,0.00,0.00,16.80,181.00,37.60,21.10,3.06,166.00,41.10,26.70,2.93,0.00,0.00,0.00,5.62,23.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.60,0.85,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT10.5X61,F,61.00,17.90,10.80,10.88,0.00,0.00,0.00,12.40,12.38,0.00,0.00,0.00,0.60,0.63,0.31,0.96,0.94,0.00,0.00,0.00,1.46,1.81,0.00,0.00,2.28,0.00,0.00,0.72,6.45,0.00,0.00,0.00,0.00,18.00,166.00,34.30,19.30,3.04,152.00,37.80,24.60,2.91,0.00,0.00,0.00,4.47,18.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.58,0.85,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
